sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_price,Date
196,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,21,5015,5125,5070,22-Feb-14
197,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,452.88,5001,5171,5125,22-Feb-14
198,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,420,5051,5175,5150,24-Feb-14
199,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5051,5175,5150,24-Feb-14
200,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,34,5050,5160,5125,24-Feb-14
201,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5051,5160,5125,24-Feb-14
202,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,18.5,5000,5101,5075,24-Feb-14
203,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,709.73,5100,5205,5151,24-Feb-14
204,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,34,5000,5100,5050,26-Feb-14
205,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5050,5100,5060,26-Feb-14
206,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,10,4975,5100,5050,26-Feb-14
207,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,21,4980,5100,5050,26-Feb-14
208,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,15,5000,5101,5065,26-Feb-14
209,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,375.21,5050,5171,5121,26-Feb-14
210,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,89,5000,5100,5050,28-Feb-14
211,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,23,5050,5100,5075,28-Feb-14
212,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,23,5000,5100,5050,28-Feb-14
213,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,28-Feb-14
214,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,15.5,5000,5111,5075,28-Feb-14
215,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,389.23,5001,5111,5075,28-Feb-14
216,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,02-Mar-14
217,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,5,5000,5075,5050,02-Mar-14
218,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,8,5000,5075,5050,02-Mar-14
219,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,02-Mar-14
220,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,340,5001,5101,5050,04-Mar-14
221,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5001,5101,5050,04-Mar-14
222,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,34,5001,5101,5050,04-Mar-14
223,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5001,5101,5050,04-Mar-14
224,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,15,4870,5051,4925,04-Mar-14
225,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,438.95,5011,5100,5075,04-Mar-14
226,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,250,5000,5100,5050,06-Mar-14
227,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5000,5100,5050,06-Mar-14
228,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,34,5000,5100,5050,06-Mar-14
229,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,06-Mar-14
230,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,18,4900,5000,4955,06-Mar-14
231,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,301.54,4900,5125,5051,06-Mar-14
232,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,8,4900,5100,5025,06-Mar-14
233,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,268,5000,5100,5050,08-Mar-14
234,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,120,5000,5100,5050,08-Mar-14
235,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,40,5000,5136,5075,08-Mar-14
236,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,16,5000,5100,5050,08-Mar-14
237,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,19.9,4885,5111,5035,08-Mar-14
238,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,339.6,4951,5125,5051,08-Mar-14
239,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,245,5000,5100,5050,10-Mar-14
240,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5000,5100,5050,10-Mar-14
241,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5000,5100,5050,10-Mar-14
242,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,10-Mar-14
243,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.5,4900,5100,5000,10-Mar-14
244,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,381.51,4951,5151,5101,10-Mar-14
245,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4,4865,5075,5020,10-Mar-14
246,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,304,4950,5110,5060,12-Mar-14
247,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,140,5010,5121,5075,12-Mar-14
248,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,164,5000,5100,5050,12-Mar-14
249,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,14,5000,5100,5050,12-Mar-14
250,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,20,5000,5100,5025,12-Mar-14
251,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,335.91,4900,5175,5111,12-Mar-14
252,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4.5,4860,5000,4925,12-Mar-14
253,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,215,5001,5100,5050,13-Mar-14
254,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,150,5000,5100,5050,13-Mar-14
255,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,140,5000,5121,5075,13-Mar-14
256,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,19,5001,5100,5050,13-Mar-14
257,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,18,4950,5085,5011,13-Mar-14
258,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,254.96,4901,5101,5051,13-Mar-14
259,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4,4815,5065,4935,13-Mar-14
260,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,214,5000,5100,5050,14-Mar-14
261,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5000,5100,5050,14-Mar-14
262,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,48,5000,5100,5050,14-Mar-14
263,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5000,5100,5050,14-Mar-14
264,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,16.5,4900,5100,5045,14-Mar-14
265,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,310.35,4950,5111,5075,14-Mar-14
266,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3.5,4785,5000,4950,14-Mar-14
267,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,15,5000,5136,5050,16-Mar-14
268,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,16-Mar-14
269,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,16-Mar-14
270,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,16-Mar-14
271,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,18-Mar-14
272,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,22,5000,5100,5050,18-Mar-14
273,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,18-Mar-14
274,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,18-Mar-14
275,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,17,4965,5085,5040,18-Mar-14
276,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,405.83,4900,5055,4975,18-Mar-14
277,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,12,5000,5100,5050,20-Mar-14
278,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,12,5000,5100,5050,20-Mar-14
279,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,4,5000,5100,5050,20-Mar-14
280,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,20-Mar-14
281,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,12.5,5000,5100,5040,20-Mar-14
282,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,212.66,4825,5075,5050,20-Mar-14
283,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,22-Mar-14
284,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2,5000,5100,5050,22-Mar-14
285,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,22-Mar-14
286,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,22-Mar-14
287,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,13,5000,5100,5050,22-Mar-14
288,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,243.2,4821,5100,5025,22-Mar-14
289,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5100,5050,22-Mar-14
290,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2,5000,5100,5050,22-Mar-14
291,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,22-Mar-14
292,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5100,5050,22-Mar-14
293,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,13,5000,5100,5050,22-Mar-14
294,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,243.2,4821,5100,5025,22-Mar-14
295,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,204,4900,5104,5025,26-Mar-14
296,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,48,4950,5100,5025,26-Mar-14
297,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,34,4900,5100,5025,26-Mar-14
298,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,4900,5100,5035,26-Mar-14
299,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.4,4900,5000,4950,26-Mar-14
300,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,180,4800,5100,5001,26-Mar-14
301,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,241,5100,5200,5150,28-Mar-14
302,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,47,5000,5150,5075,28-Mar-14
303,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,26,5000,5150,5100,28-Mar-14
304,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,21,5000,5175,5125,28-Mar-14
305,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.3,4900,5000,4950,28-Mar-14
306,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,244.26,4750,5051,4951,28-Mar-14
307,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5175,5125,30-Mar-14
308,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,41,5000,5100,5075,30-Mar-14
309,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,2,5000,5175,5125,30-Mar-14
310,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,5000,5125,5100,30-Mar-14
311,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,100,5000,5150,5000,02-Apr-14
312,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,25,5000,5175,5125,02-Apr-14
313,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,510,5000,5175,5075,02-Apr-14
314,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,17,5000,5150,5075,02-Apr-14
315,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.2,5051,5100,5065,02-Apr-14
316,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,368.9,4800,4900,4851,02-Apr-14
317,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,278,5000,5150,5075,03-Apr-14
318,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,19,5000,5150,5125,03-Apr-14
319,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,30,5100,5175,5150,03-Apr-14
320,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,14,5000,5145,5075,03-Apr-14
321,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,5000,5051,5025,03-Apr-14
322,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,154.04,4771,4851,4825,03-Apr-14
323,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,129,5000,5150,5100,04-Apr-14
324,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,172,4950,5150,5100,04-Apr-14
325,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,40,5100,5175,5125,04-Apr-14
326,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,14,5000,5125,5095,04-Apr-14
327,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,4900,5000,4950,04-Apr-14
328,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,138.26,4751,5100,4925,04-Apr-14
329,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,30,5000,5150,5100,06-Apr-14
330,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5100,5150,5125,06-Apr-14
331,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5000,5175,5125,06-Apr-14
332,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,2,5100,5150,5125,06-Apr-14
333,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5151,5050,08-Apr-14
334,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,210,5000,5150,5100,08-Apr-14
335,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,14,5000,5175,5100,08-Apr-14
336,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,12,5000,5150,5125,08-Apr-14
337,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8,4800,5000,4900,08-Apr-14
338,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,210,4875,5150,5075,10-Apr-14
339,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,142,4950,5150,5100,10-Apr-14
340,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,130,4950,5150,5100,10-Apr-14
341,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5100,5150,5125,10-Apr-14
342,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.5,4850,4995,4865,10-Apr-14
343,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,119.2,4400,4500,4450,10-Apr-14
344,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,243,4900,5150,5100,12-Apr-14
345,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,24,5050,5150,5100,12-Apr-14
346,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,450,5000,5150,5100,12-Apr-14
347,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,24,4950,5125,5100,12-Apr-14
348,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,4821,5001,4951,12-Apr-14
349,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,101.3,4200,4300,4250,12-Apr-14
350,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,240,4900,5171,5100,14-Apr-14
351,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,32,4900,5150,5100,14-Apr-14
352,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,42,5000,5150,5125,14-Apr-14
353,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,32,5000,5150,5100,14-Apr-14
354,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7,4800,5000,4900,14-Apr-14
355,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,95,4900,5125,5075,16-Apr-14
356,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,330,4900,5100,5050,16-Apr-14
357,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,45,4900,5100,5050,16-Apr-14
358,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,10,4900,5150,5100,16-Apr-14
359,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8,4800,4975,4851,16-Apr-14
360,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,113.89,4000,4200,4100,16-Apr-14
361,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,105,4900,5175,5100,18-Apr-14
362,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,35,4900,5150,5100,18-Apr-14
363,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,20,4900,5150,5100,18-Apr-14
364,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,4,5000,5150,5100,18-Apr-14
365,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9,4851,5021,4951,18-Apr-14
366,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,4,5000,5250,5150,20-Apr-14
367,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,2,5000,5250,5150,20-Apr-14
368,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,20,5100,5250,5200,20-Apr-14
369,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,8,5100,5250,5200,20-Apr-14
370,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35,5000,5225,5175,22-Apr-14
371,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,30,5000,5200,5150,22-Apr-14
372,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,32,5000,5200,5175,22-Apr-14
373,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,62,5000,5225,5175,22-Apr-14
374,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,6.5,4700,5000,4800,22-Apr-14
375,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,108.53,3700,3900,3800,22-Apr-14
376,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,5,3800,4200,3950,22-Apr-14
377,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,35,5000,5250,5125,24-Apr-14
378,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,45,4950,5250,5150,24-Apr-14
379,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,46,5000,5250,5175,24-Apr-14
380,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,1,4950,5250,5175,24-Apr-14
381,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,209.47,3800,4000,3900,24-Apr-14
382,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,56,4900,5300,5200,26-Apr-14
383,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,10,4900,5300,5200,26-Apr-14
384,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,10,5000,5300,5200,26-Apr-14
385,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,20,5000,5300,5200,26-Apr-14
